Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Time,Drop Date,Drop Time,Request hour,Time Slot,Availability
70,City,80.0,Trip Completed,2016-07-11 04:34:00,2016-07-11 05:30:00,2016-07-11,04:34:00,2016-07-11,05:30:00,4,Early Morning,Y
256,Airport,80.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00,2016-07-11,06:44:00,2016-07-11,07:38:00,6,Morning,Y
702,Airport,80.0,Trip Completed,2016-07-11 14:07:00,2016-07-11 14:50:00,2016-07-11,14:07:00,2016-07-11,14:50:00,14,Afternoon,Y
769,Airport,80.0,Trip Completed,2016-07-11 16:21:00,2016-07-11 17:25:00,2016-07-11,16:21:00,2016-07-11,17:25:00,16,Afternoon,Y
1277,City,80.0,Trip Completed,2016-07-11 22:04:00,2016-07-11 22:35:00,2016-07-11,22:04:00,2016-07-11,22:35:00,22,Night,Y
2062,Airport,80.0,Trip Completed,2016-07-12 15:00:00,2016-07-12 15:54:00,2016-07-12,15:00:00,2016-07-12,15:54:00,15,Afternoon,Y
2399,Airport,80.0,Trip Completed,2016-07-12 19:51:00,2016-07-12 20:35:00,2016-07-12,19:51:00,2016-07-12,20:35:00,19,Evening,Y
2645,Airport,80.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:22:00,2016-07-12,22:46:00,2016-07-12,23:22:00,22,Night,Y
3468,City,80.0,Trip Completed,2016-07-13 17:08:17,2016-07-13 17:46:15,2016-07-13,17:08:17,2016-07-13,17:46:15,17,Evening,Y
3826,Airport,80.0,Trip Completed,2016-07-13 21:16:30,2016-07-13 21:51:36,2016-07-13,21:16:30,2016-07-13,21:51:36,21,Night,Y
5384,Airport,80.0,Trip Completed,2016-07-14 00:03:40,2016-07-14 01:03:59,2016-07-14,00:03:40,2016-07-14,01:03:59,0,Early Morning,Y
6460,City,80.0,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,2016-07-15,20:09:35,2016-07-15,20:52:51,20,Evening,Y
269,City,81.0,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00,2016-07-11,06:44:00,2016-07-11,07:43:00,6,Morning,Y
336,Airport,81.0,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00,2016-07-11,07:50:00,2016-07-11,08:44:00,7,Morning,Y
1241,Airport,81.0,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:42:00,2016-07-11,21:38:00,2016-07-11,22:42:00,21,Night,Y
1651,Airport,81.0,Trip Completed,2016-07-12 07:21:00,2016-07-12 07:59:00,2016-07-12,07:21:00,2016-07-12,07:59:00,7,Morning,Y
1963,City,81.0,Trip Completed,2016-07-12 11:58:00,2016-07-12 13:01:00,2016-07-12,11:58:00,2016-07-12,13:01:00,11,Late Morning,Y
2368,City,81.0,Trip Completed,2016-07-12 19:32:00,2016-07-12 20:23:00,2016-07-12,19:32:00,2016-07-12,20:23:00,19,Evening,Y
3004,Airport,81.0,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,2016-07-13,07:17:33,2016-07-13,08:26:41,7,Morning,Y
3310,City,81.0,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,2016-07-13,11:55:29,2016-07-13,12:57:04,11,Late Morning,Y
3391,City,81.0,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,2016-07-13,14:34:59,2016-07-13,15:50:57,14,Afternoon,Y
4194,Airport,81.0,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,2016-07-14,05:27:03,2016-07-14,06:13:22,5,Morning,Y
5728,City,81.0,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,2016-07-15,07:42:06,2016-07-15,08:45:07,7,Morning,Y
6091,City,81.0,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,2016-07-15,14:37:20,2016-07-15,15:17:05,14,Afternoon,Y
6748,Airport,81.0,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,2016-07-15,23:45:24,2016-07-16,00:51:38,23,Night,Y
286,City,82.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00,2016-07-11,06:58:00,2016-07-11,07:54:00,6,Morning,Y
547,Airport,82.0,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:47:00,2016-07-11,10:01:00,2016-07-11,10:47:00,10,Late Morning,Y
574,City,82.0,Trip Completed,2016-07-11 10:58:00,2016-07-11 11:39:00,2016-07-11,10:58:00,2016-07-11,11:39:00,10,Late Morning,Y
936,Airport,82.0,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:25:00,2016-07-11,18:28:00,2016-07-11,19:25:00,18,Evening,Y
1514,Airport,82.0,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:18:00,2016-07-12,05:41:00,2016-07-12,06:18:00,5,Morning,Y
1656,City,82.0,Trip Completed,2016-07-12 07:26:00,2016-07-12 08:35:00,2016-07-12,07:26:00,2016-07-12,08:35:00,7,Morning,Y
2405,Airport,82.0,Trip Completed,2016-07-12 20:01:00,2016-07-12 20:53:00,2016-07-12,20:01:00,2016-07-12,20:53:00,20,Evening,Y
3372,Airport,82.0,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,2016-07-13,14:03:18,2016-07-13,14:37:56,14,Afternoon,Y
4215,Airport,82.0,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,2016-07-14,05:40:49,2016-07-14,06:38:45,5,Morning,Y
6486,City,82.0,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,2016-07-15,20:26:16,2016-07-15,21:08:34,20,Evening,Y
520,City,83.0,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:43:00,2016-07-11,09:47:00,2016-07-11,10:43:00,9,Late Morning,Y
1285,City,83.0,Trip Completed,2016-07-11 22:13:00,2016-07-11 23:17:00,2016-07-11,22:13:00,2016-07-11,23:17:00,22,Night,Y
3394,City,83.0,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,2016-07-13,14:51:48,2016-07-13,15:32:12,14,Afternoon,Y
3520,City,83.0,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,2016-07-13,17:43:14,2016-07-13,18:36:58,17,Evening,Y
4998,City,83.0,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,2016-07-14,18:52:48,2016-07-14,20:04:07,18,Evening,Y
5377,City,83.0,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,2016-07-14,23:42:02,2016-07-15,00:39:38,23,Night,Y
5759,City,83.0,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,2016-07-15,08:16:35,2016-07-15,08:54:41,8,Morning,Y
422,City,84.0,Trip Completed,2016-07-11 08:42:00,2016-07-11 09:56:00,2016-07-11,08:42:00,2016-07-11,09:56:00,8,Morning,Y
578,Airport,84.0,Trip Completed,2016-07-11 11:03:00,2016-07-11 11:53:00,2016-07-11,11:03:00,2016-07-11,11:53:00,11,Late Morning,Y
3035,City,84.0,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,2016-07-13,07:31:14,2016-07-13,08:47:40,7,Morning,Y
3728,Airport,84.0,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,2016-07-13,20:03:07,2016-07-13,21:16:50,20,Evening,Y
4097,City,84.0,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,2016-07-14,03:15:23,2016-07-14,04:05:22,3,Early Morning,Y
5184,City,84.0,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,2016-07-14,20:42:24,2016-07-14,21:49:56,20,Evening,Y
5404,City,84.0,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,2016-07-15,01:12:58,2016-07-15,02:05:26,1,Early Morning,Y
5525,Airport,84.0,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,2016-07-15,05:18:23,2016-07-15,06:36:52,5,Morning,Y
6392,Airport,84.0,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,2016-07-15,19:24:23,2016-07-15,20:31:59,19,Evening,Y
603,Airport,85.0,Trip Completed,2016-07-11 11:43:00,2016-07-11 12:56:00,2016-07-11,11:43:00,2016-07-11,12:56:00,11,Late Morning,Y
1956,City,85.0,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:32:00,2016-07-12,11:45:00,2016-07-12,12:32:00,11,Late Morning,Y
2914,Airport,85.0,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,2016-07-13,06:16:45,2016-07-13,06:51:33,6,Morning,Y
3434,Airport,85.0,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,2016-07-13,16:07:30,2016-07-13,16:48:47,16,Afternoon,Y
3454,City,85.0,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,2016-07-13,16:57:25,2016-07-13,18:07:08,16,Afternoon,Y
3809,City,85.0,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,2016-07-13,20:58:30,2016-07-13,21:43:20,20,Evening,Y
3947,Airport,85.0,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,2016-07-13,22:39:30,2016-07-13,23:15:31,22,Night,Y
4319,Airport,85.0,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,2016-07-14,06:54:47,2016-07-14,08:09:53,6,Morning,Y
4716,City,85.0,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,2016-07-14,13:36:45,2016-07-14,14:08:52,13,Afternoon,Y
5790,Airport,85.0,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,2016-07-15,08:31:42,2016-07-15,09:40:10,8,Morning,Y
6205,Airport,85.0,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,2016-07-15,17:26:43,2016-07-15,18:38:55,17,Evening,Y
6727,Airport,85.0,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,2016-07-15,23:25:29,2016-07-16,00:19:56,23,Night,Y
51,City,86.0,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00,2016-07-11,03:34:00,2016-07-11,04:33:00,3,Early Morning,Y
446,City,86.0,Trip Completed,2016-07-11 09:07:00,2016-07-11 10:08:00,2016-07-11,09:07:00,2016-07-11,10:08:00,9,Late Morning,Y
1252,City,86.0,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:58:00,2016-07-11,21:51:00,2016-07-11,22:58:00,21,Night,Y
1380,Airport,86.0,Trip Completed,2016-07-12 01:01:00,2016-07-12 02:15:00,2016-07-12,01:01:00,2016-07-12,02:15:00,1,Early Morning,Y
1638,City,86.0,Trip Completed,2016-07-12 07:15:00,2016-07-12 07:50:00,2016-07-12,07:15:00,2016-07-12,07:50:00,7,Morning,Y
2152,Airport,86.0,Trip Completed,2016-07-12 17:25:00,2016-07-12 17:55:00,2016-07-12,17:25:00,2016-07-12,17:55:00,17,Evening,Y
3125,City,86.0,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,2016-07-13,08:45:44,2016-07-13,09:19:27,8,Morning,Y
3366,City,86.0,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,2016-07-13,13:45:51,2016-07-13,14:34:41,13,Afternoon,Y
4632,Airport,86.0,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,2016-07-14,11:21:39,2016-07-14,12:20:11,11,Late Morning,Y
5924,City,86.0,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,2016-07-15,10:09:09,2016-07-15,10:47:56,10,Late Morning,Y
6133,Airport,86.0,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,2016-07-15,15:43:08,2016-07-15,16:15:26,15,Afternoon,Y
6316,Airport,86.0,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,2016-07-15,18:35:07,2016-07-15,19:07:32,18,Evening,Y
6609,City,86.0,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,2016-07-15,21:44:29,2016-07-15,22:55:40,21,Night,Y
246,Airport,87.0,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00,2016-07-11,06:35:00,2016-07-11,07:10:00,6,Morning,Y
980,Airport,87.0,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:15:00,2016-07-11,19:00:00,2016-07-11,20:15:00,19,Evening,Y
1677,City,87.0,Trip Completed,2016-07-12 07:38:00,2016-07-12 08:16:00,2016-07-12,07:38:00,2016-07-12,08:16:00,7,Morning,Y
4620,City,87.0,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,2016-07-14,10:59:15,2016-07-14,12:14:06,10,Late Morning,Y
4848,Airport,87.0,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,2016-07-14,17:33:47,2016-07-14,18:16:00,17,Evening,Y
5402,Airport,87.0,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,2016-07-15,01:06:24,2016-07-15,01:48:20,1,Early Morning,Y
5971,Airport,87.0,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,2016-07-15,11:04:56,2016-07-15,11:47:41,11,Late Morning,Y
6113,City,87.0,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,2016-07-15,15:15:03,2016-07-15,16:22:39,15,Afternoon,Y
6508,City,87.0,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,2016-07-15,20:40:24,2016-07-15,21:39:52,20,Evening,Y
746,Airport,88.0,Trip Completed,2016-07-11 15:47:00,2016-07-11 16:34:00,2016-07-11,15:47:00,2016-07-11,16:34:00,15,Afternoon,Y
1488,Airport,88.0,Trip Completed,2016-07-12 05:31:00,2016-07-12 06:38:00,2016-07-12,05:31:00,2016-07-12,06:38:00,5,Morning,Y
1838,City,88.0,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:10:00,2016-07-12,09:40:00,2016-07-12,10:10:00,9,Late Morning,Y
2839,Airport,88.0,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,2016-07-13,05:20:59,2016-07-13,06:05:31,5,Morning,Y
4391,City,88.0,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,2016-07-14,07:52:04,2016-07-14,09:02:00,7,Morning,Y
4701,City,88.0,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,2016-07-14,13:09:42,2016-07-14,13:49:32,13,Afternoon,Y
5171,Airport,88.0,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,2016-07-14,20:29:51,2016-07-14,21:35:12,20,Evening,Y
5962,City,88.0,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,2016-07-15,10:48:38,2016-07-15,11:55:36,10,Late Morning,Y
6118,City,88.0,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,2016-07-15,15:17:12,2016-07-15,16:19:24,15,Afternoon,Y
6450,City,88.0,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,2016-07-15,20:01:09,2016-07-15,20:59:46,20,Evening,Y
257,Airport,89.0,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00,2016-07-11,06:38:00,2016-07-11,07:50:00,6,Morning,Y
708,Airport,89.0,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:48:00,2016-07-11,14:16:00,2016-07-11,14:48:00,14,Afternoon,Y
891,Airport,89.0,Trip Completed,2016-07-11 18:10:00,2016-07-11 19:14:00,2016-07-11,18:10:00,2016-07-11,19:14:00,18,Evening,Y
1748,City,89.0,Trip Completed,2016-07-12 08:33:00,2016-07-12 09:14:00,2016-07-12,08:33:00,2016-07-12,09:14:00,8,Morning,Y
2625,City,89.0,Trip Completed,2016-07-12 22:09:00,2016-07-12 23:18:00,2016-07-12,22:09:00,2016-07-12,23:18:00,22,Night,Y
3989,City,89.0,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,2016-07-13,23:21:15,2016-07-14,00:31:11,23,Night,Y
5285,Airport,89.0,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,2016-07-14,21:42:42,2016-07-14,22:12:28,21,Night,Y
6461,City,89.0,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,2016-07-15,20:12:18,2016-07-15,21:12:20,20,Evening,Y
1563,Airport,90.0,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:32:00,2016-07-12,06:16:00,2016-07-12,07:32:00,6,Morning,Y
2207,Airport,90.0,Trip Completed,2016-07-12 17:56:00,2016-07-12 19:14:00,2016-07-12,17:56:00,2016-07-12,19:14:00,17,Evening,Y
2879,City,90.0,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,2016-07-13,05:59:51,2016-07-13,06:50:15,5,Morning,Y
3644,Airport,90.0,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,2016-07-13,19:08:59,2016-07-13,19:54:48,19,Evening,Y
3996,Airport,90.0,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,2016-07-13,23:36:34,2016-07-14,00:35:55,23,Night,Y
4355,City,90.0,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,2016-07-14,07:19:07,2016-07-14,07:59:34,7,Morning,Y
4758,City,90.0,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,2016-07-14,15:26:32,2016-07-14,16:07:31,15,Afternoon,Y
6001,Airport,90.0,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,2016-07-15,12:07:54,2016-07-15,13:18:10,12,Afternoon,Y
1181,Airport,91.0,Trip Completed,2016-07-11 21:04:00,2016-07-11 22:06:00,2016-07-11,21:04:00,2016-07-11,22:06:00,21,Night,Y
1297,City,91.0,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:03:00,2016-07-11,22:22:00,2016-07-11,23:03:00,22,Night,Y
1429,City,91.0,Trip Completed,2016-07-12 04:41:00,2016-07-12 05:22:00,2016-07-12,04:41:00,2016-07-12,05:22:00,4,Early Morning,Y
2104,City,91.0,Trip Completed,2016-07-12 16:07:00,2016-07-12 17:04:00,2016-07-12,16:07:00,2016-07-12,17:04:00,16,Afternoon,Y
2736,City,91.0,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,2016-07-13,02:43:10,2016-07-13,03:54:57,2,Early Morning,Y
3615,City,91.0,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,2016-07-13,18:56:23,2016-07-13,19:43:28,18,Evening,Y
4719,Airport,91.0,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,2016-07-14,13:43:28,2016-07-14,14:46:06,13,Afternoon,Y
4748,City,91.0,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,2016-07-14,15:03:23,2016-07-14,16:22:04,15,Afternoon,Y
870,City,92.0,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:41:00,2016-07-11,17:57:00,2016-07-11,18:41:00,17,Evening,Y
2124,Airport,92.0,Trip Completed,2016-07-12 16:53:00,2016-07-12 17:31:00,2016-07-12,16:53:00,2016-07-12,17:31:00,16,Afternoon,Y
2457,Airport,92.0,Trip Completed,2016-07-12 20:31:00,2016-07-12 21:39:00,2016-07-12,20:31:00,2016-07-12,21:39:00,20,Evening,Y
2621,City,92.0,Trip Completed,2016-07-12 22:05:00,2016-07-12 22:58:00,2016-07-12,22:05:00,2016-07-12,22:58:00,22,Night,Y
3168,City,92.0,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,2016-07-13,09:12:04,2016-07-13,10:08:48,9,Late Morning,Y
3285,Airport,92.0,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,2016-07-13,10:59:12,2016-07-13,12:00:50,10,Late Morning,Y
3315,City,92.0,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,2016-07-13,12:09:28,2016-07-13,13:19:04,12,Afternoon,Y
5585,City,92.0,Trip Completed,2016-07-15 05:58:43,2016-07-15 07:10:36,2016-07-15,05:58:43,2016-07-15,07:10:36,5,Morning,Y
6235,City,92.0,Trip Completed,2016-07-15 17:47:05,2016-07-15 18:20:13,2016-07-15,17:47:05,2016-07-15,18:20:13,17,Evening,Y
913,Airport,93.0,Trip Completed,2016-07-11 18:18:00,2016-07-11 19:15:00,2016-07-11,18:18:00,2016-07-11,19:15:00,18,Evening,Y
1852,City,93.0,Trip Completed,2016-07-12 09:43:00,2016-07-12 10:58:00,2016-07-12,09:43:00,2016-07-12,10:58:00,9,Late Morning,Y
3117,Airport,93.0,Trip Completed,2016-07-13 08:34:53,2016-07-13 09:07:49,2016-07-13,08:34:53,2016-07-13,09:07:49,8,Morning,Y
3392,Airport,93.0,Trip Completed,2016-07-13 14:46:13,2016-07-13 15:17:16,2016-07-13,14:46:13,2016-07-13,15:17:16,14,Afternoon,Y
4722,City,93.0,Trip Completed,2016-07-14 13:50:32,2016-07-14 14:59:32,2016-07-14,13:50:32,2016-07-14,14:59:32,13,Afternoon,Y
692,Airport,94.0,Trip Completed,2016-07-11 13:49:00,2016-07-11 14:29:00,2016-07-11,13:49:00,2016-07-11,14:29:00,13,Afternoon,Y
1351,Airport,94.0,Trip Completed,2016-07-11 23:44:00,2016-07-12 00:49:00,2016-07-11,23:44:00,2016-07-12,00:49:00,23,Night,Y
1800,City,94.0,Trip Completed,2016-07-12 09:09:00,2016-07-12 10:05:00,2016-07-12,09:09:00,2016-07-12,10:05:00,9,Late Morning,Y
2434,City,94.0,Trip Completed,2016-07-12 20:16:00,2016-07-12 21:15:00,2016-07-12,20:16:00,2016-07-12,21:15:00,20,Evening,Y
3212,City,94.0,Trip Completed,2016-07-13 09:48:28,2016-07-13 10:45:47,2016-07-13,09:48:28,2016-07-13,10:45:47,9,Late Morning,Y
3340,City,94.0,Trip Completed,2016-07-13 12:45:18,2016-07-13 13:37:51,2016-07-13,12:45:18,2016-07-13,13:37:51,12,Afternoon,Y
3598,Airport,94.0,Trip Completed,2016-07-13 18:38:49,2016-07-13 19:40:08,2016-07-13,18:38:49,2016-07-13,19:40:08,18,Evening,Y
53,Airport,95.0,Trip Completed,2016-07-11 03:30:00,2016-07-11 04:22:00,2016-07-11,03:30:00,2016-07-11,04:22:00,3,Early Morning,Y
3558,Airport,95.0,Trip Completed,2016-07-13 18:14:56,2016-07-13 18:51:03,2016-07-13,18:14:56,2016-07-13,18:51:03,18,Evening,Y
4257,City,95.0,Trip Completed,2016-07-14 06:10:44,2016-07-14 07:08:09,2016-07-14,06:10:44,2016-07-14,07:08:09,6,Morning,Y
4869,City,95.0,Trip Completed,2016-07-14 17:49:44,2016-07-14 18:20:32,2016-07-14,17:49:44,2016-07-14,18:20:32,17,Evening,Y
5548,City,95.0,Trip Completed,2016-07-15 05:24:22,2016-07-15 06:06:40,2016-07-15,05:24:22,2016-07-15,06:06:40,5,Morning,Y
5630,Airport,95.0,Trip Completed,2016-07-15 06:32:35,2016-07-15 07:14:40,2016-07-15,06:32:35,2016-07-15,07:14:40,6,Morning,Y
6645,City,95.0,Trip Completed,2016-07-15 22:10:21,2016-07-15 23:00:45,2016-07-15,22:10:21,2016-07-15,23:00:45,22,Night,Y
156,Airport,96.0,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:40:00,2016-07-11,05:35:00,2016-07-11,06:40:00,5,Morning,Y
350,City,96.0,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:40:00,2016-07-11,07:53:00,2016-07-11,08:40:00,7,Morning,Y
976,Airport,96.0,Trip Completed,2016-07-11 18:54:00,2016-07-11 19:48:00,2016-07-11,18:54:00,2016-07-11,19:48:00,18,Evening,Y
1344,City,96.0,Trip Completed,2016-07-11 23:35:00,2016-07-12 00:39:00,2016-07-11,23:35:00,2016-07-12,00:39:00,23,Night,Y
1524,City,96.0,Trip Completed,2016-07-12 05:50:00,2016-07-12 06:59:00,2016-07-12,05:50:00,2016-07-12,06:59:00,5,Morning,Y
2143,Airport,96.0,Trip Completed,2016-07-12 17:15:00,2016-07-12 17:56:00,2016-07-12,17:15:00,2016-07-12,17:56:00,17,Evening,Y
2353,City,96.0,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:23:00,2016-07-12,19:31:00,2016-07-12,20:23:00,19,Evening,Y
3028,Airport,96.0,Trip Completed,2016-07-13 07:28:45,2016-07-13 08:14:23,2016-07-13,07:28:45,2016-07-13,08:14:23,7,Morning,Y
3913,Airport,96.0,Trip Completed,2016-07-13 22:14:24,2016-07-13 22:56:32,2016-07-13,22:14:24,2016-07-13,22:56:32,22,Night,Y
4274,City,96.0,Trip Completed,2016-07-14 06:18:59,2016-07-14 07:27:20,2016-07-14,06:18:59,2016-07-14,07:27:20,6,Morning,Y
4673,City,96.0,Trip Completed,2016-07-14 12:35:29,2016-07-14 13:44:08,2016-07-14,12:35:29,2016-07-14,13:44:08,12,Afternoon,Y
6198,Airport,96.0,Trip Completed,2016-07-15 17:23:01,2016-07-15 18:11:45,2016-07-15,17:23:01,2016-07-15,18:11:45,17,Evening,Y
569,Airport,97.0,Trip Completed,2016-07-11 10:37:00,2016-07-11 11:44:00,2016-07-11,10:37:00,2016-07-11,11:44:00,10,Late Morning,Y
1626,Airport,97.0,Trip Completed,2016-07-12 06:58:00,2016-07-12 07:49:00,2016-07-12,06:58:00,2016-07-12,07:49:00,6,Morning,Y
3505,City,97.0,Trip Completed,2016-07-13 17:37:40,2016-07-13 18:22:34,2016-07-13,17:37:40,2016-07-13,18:22:34,17,Evening,Y
3758,City,97.0,Trip Completed,2016-07-13 20:37:56,2016-07-13 21:16:23,2016-07-13,20:37:56,2016-07-13,21:16:23,20,Evening,Y
4649,City,97.0,Trip Completed,2016-07-14 11:50:27,2016-07-14 12:44:54,2016-07-14,11:50:27,2016-07-14,12:44:54,11,Late Morning,Y
4745,Airport,97.0,Trip Completed,2016-07-14 15:06:01,2016-07-14 16:05:37,2016-07-14,15:06:01,2016-07-14,16:05:37,15,Afternoon,Y
5354,Airport,97.0,Trip Completed,2016-07-14 23:07:32,2016-07-15 00:01:32,2016-07-14,23:07:32,2016-07-15,00:01:32,23,Night,Y
5953,City,97.0,Trip Completed,2016-07-15 10:42:09,2016-07-15 11:38:44,2016-07-15,10:42:09,2016-07-15,11:38:44,10,Late Morning,Y
6577,City,97.0,Trip Completed,2016-07-15 21:19:03,2016-07-15 21:48:54,2016-07-15,21:19:03,2016-07-15,21:48:54,21,Night,Y
1565,Airport,98.0,Trip Completed,2016-07-12 06:21:00,2016-07-12 07:32:00,2016-07-12,06:21:00,2016-07-12,07:32:00,6,Morning,Y
1973,Airport,98.0,Trip Completed,2016-07-12 12:17:00,2016-07-12 12:47:00,2016-07-12,12:17:00,2016-07-12,12:47:00,12,Afternoon,Y
2363,Airport,98.0,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:32:00,2016-07-12,19:31:00,2016-07-12,20:32:00,19,Evening,Y
2994,City,98.0,Trip Completed,2016-07-13 07:15:27,2016-07-13 08:12:48,2016-07-13,07:15:27,2016-07-13,08:12:48,7,Morning,Y
3201,Airport,98.0,Trip Completed,2016-07-13 09:33:26,2016-07-13 10:17:39,2016-07-13,09:33:26,2016-07-13,10:17:39,9,Late Morning,Y
3511,City,98.0,Trip Completed,2016-07-13 17:38:17,2016-07-13 18:54:39,2016-07-13,17:38:17,2016-07-13,18:54:39,17,Evening,Y
3956,Airport,98.0,Trip Completed,2016-07-13 22:47:55,2016-07-13 23:41:58,2016-07-13,22:47:55,2016-07-13,23:41:58,22,Night,Y
4359,City,98.0,Trip Completed,2016-07-14 07:27:05,2016-07-14 08:03:57,2016-07-14,07:27:05,2016-07-14,08:03:57,7,Morning,Y
4798,City,98.0,Trip Completed,2016-07-14 16:52:26,2016-07-14 17:39:23,2016-07-14,16:52:26,2016-07-14,17:39:23,16,Afternoon,Y
